PassengerId,Survived
1236,0.053074956
1237,0.18627188
1238,0.042153217
1239,0.94131744
1240,0.037182797
1241,0.9935579
1242,0.9982463
1243,0.11532177
1244,0.15759917
1245,0.025702743
1246,0.44060352
1247,0.2799655
1248,0.99884355
1249,0.09298145
1250,0.059049595
1251,0.30915305
1252,4.3664428e-09
1253,0.99021274
1254,0.9939541
1255,0.014927328
1256,0.9998925
1257,0.005093812
1258,0.5444641
1259,0.8146377
1260,0.99990976
1261,0.6444432
1262,0.083400555
1263,0.99981767
1264,0.15134013
1265,0.036166914
1266,0.9975891
1267,0.9999478
1268,0.2596031
1269,0.031108117
1270,0.2999786
1271,0.030628191
1272,0.066555
1273,0.10190076
1274,0.5991353
1275,0.3548615
1276,0.06444185
1277,0.97906876
1278,0.03456167
1279,0.05614614
1280,0.061015543
1281,0.0049868627
1282,0.22004043
1283,0.9986891
1284,0.45930988
1285,0.05416233
1286,0.00061361806
1287,0.99941576
1288,0.061226312
1289,0.99974126
1290,0.0990192
1291,0.08242024
1292,0.99746084
1293,0.060653247
1294,0.9998958
1295,0.25160754
1296,0.9066068
1297,0.7841588
1298,0.010923292
1299,0.61792374
1300,0.68191785
1301,0.08735071
1302,0.58055335
1303,0.9996457
1304,0.4100971
1305,0.021549461
1306,0.9994281
1307,0.28757942
1308,0.015654027
1309,0.9416143
